restaurant_name,review,,,,,,,,
Coffee Break,"Food is good, specially the pizza is great ­¤śŗ.
I would recommend you guys to go there and take a break from your work and enjoy the food. It's really delicious.",,,,,,,,
Coffee Break,"A chill place for Italian and Mexican food. A well maintained restaurant in terms of food quality, taste, ambience.",,,,,,,,
Coffee Break,Recommended dishes Cheese Garlic Bread with Cheese,,,,,,,,
Coffee Break,Most beautiful  cozy adda zone with quality  environment  n food.Meeting friends over a cup of coffee is an add on factor of this place.I ­¤śēlove coffee break ŌĆ”,,,,,,,,
KFC,Place was clean but looked deserted on Tuesday afternoon. Staff were attentive but looked less professional. Taste of Burger was not as expected & size of fries tiny. Failed to meet our expectation from the KFC outlet.,,,,,,,,
KFC,"Good experience at kfc majitar the staff was friendly, the service needs to be improved and brought at par with kfcs at other locations.  the chicken was crispy and delicious as always .highly recommend for lunch / dinner !ŌĆØ
The cleanliness of tables may be attended quickly",,,,,,,,
KFC,"Last couple of day I visited a KFC for refreshments, while I'm traveling from Darjeeling to Gangtok, it's was pleasant experience from start to finish. First of cleanliness of restuarant was very impressive. Floor and table are well clean and dry , like personal restroom are great ­¤æŹ and at all employees are aslo very polite and welcoming, from the moment I steeped in, treated with respect. For once try guys",,,,,,,,
KFC,"Finger lickin' good,"" and ""The chicken is high quality, made with a secret recipe, and prepared carefully. Table always clean, and staff is vary nice , staff taking polite with costomer",,,,,,,,
KFC,"Great experience at kfc majitar the staff was friendly,the service was quick and the chicken was crispy and delicious as always .highly recommend for quick bite in Gangtok !ŌĆØ",,,,,,,,
KFC,Very cleaned area and the test of food is good,,,,,,,,
Paddington Coffee House,Best cafe at majitar East sikkim good food with great ambiance,,,,,,,,
Paddington Coffee House,"How many times is too many times to visit a cafe?

I absolutely love this cozy well decorated cafe. I have spent hours here doing my office work reading and sipping coffee. I have lost the count of how many times I have been here.

The ambience is A1 it always lightens my mood up. The seating is comfortable so one can spend time there. There are board games and books to engage yourself

The staffs are brilliant so pleasant always with a smile and always ready to help.

The owner is warm and nice

The food is decent the coffee is really good

In absolute awe of the place",,,,,,,,
Paddington Coffee House,"Recommended dishes
Chicken Jhol Momos 8 Pieces",,,,,,,,
Paddington Coffee House,"Paddington Coffee House is a true hidden gem! From the moment you step inside, the enticing aroma of freshly brewed coffee welcomes you, creating a warm and inviting ambiance. Their menu strikes the perfect balance between classic favorites and innovative creations, making every visit a culinary delight. We had the pleasure of trying their Pizza, Sushi, Garlic Bread, Chicken Lollipop, Momos, Mojitos, and CappuccinoŌĆöall were absolutely delicious and impeccably prepared.

The cozy d├®cor and thoughtful seating arrangement make it an ideal spot for everything from casual hangouts to quiet moments of relaxation. Adding to the charm, Meena Subba, the passionate owner, brings her love for the coffee house to life through her dedication and hospitality. To top it all off, we enjoyed playing games like Uno and Jenga, which added a fun and unique touch to the experience. Paddington Coffee House is truly a haven for food and coffee lovers alikeŌĆöan absolute must-visit!",,,,,,,,
Paddington Coffee House,"Recommended dishes
Chicken Jhol Momos 8 Pieces, Mushroom Pizza, Fried Chicken Wings, Souffle Pancake",,,,,,,,
Paddington Coffee House,"I recently visited Paddington Coffee House near Sikkim Manipal Institute of Technology, and I was really pleased by the overall experience.

The service was impeccable, with friendly and attentive staff who made me feel right at home. The food was delicious and the pricing was reasonable, offering great value for the quality of the food and service provided.

The cafe had a cozy and inviting ambiance, making it the perfect place to relax and enjoy a cup of their delightful cappuccino.

I highly recommend Paddington Coffee House to anyone in the area looking for a fantastic cafe experience.",,,,,,,,
Paddington Coffee House,"I recently visited Paddington Coffee House near Sikkim Manipal Institute of Technology, and I was really pleased by the overall experience.

The service was impeccable, with friendly and attentive staff who made me feel right at home. The food was delicious and the pricing was reasonable, offering great value for the quality of the food and service provided.

The cafe had a cozy and inviting ambiance, making it the perfect place to relax and enjoy a cup of their delightful cappuccino.

I highly recommend Paddington Coffee House to anyone in the area looking for a fantastic cafe experience.",,,,,,,,
Paddington Coffee House,"Recommended dishes
Souffle Pancake",,,,,,,,
Paddington Coffee House,"Great service, the owners are very polite and even provide games like Jenga, UNO and other fun games while you're waiting, the food Aldo tastes nice.",,,,,,,,
Paddington Coffee House,"Recommended dishes
Mushroom Pizza",,,,,,,,
Paddington Coffee House,I was craving for jhol momo and made the best decision of coming to Paddington coffee house the jhol was not to thick nor too thin but just perfect! Apart from jhol momo I also had chicken lollipop which was abit spicy but yet too tasty to forget the spice later freshened myself up with fresh watermelon juice ­¤śŗ ..,,,,,,,,
Paddington Coffee House,Its like heaven for me for momos,,,,,,,,
Brunch cafe,"Overall a great place to be at, cold coffee was really good, the lemon tea was really good as well with a good price and the owners are friendly",,,,,,,,
Brunch cafe,First of all it's not a cafe. You get nothing with coffee on it and no proper snacks . It's more like those half fastfood and half sweet shop. Whn I went there they said that they are out of coffee all they had was packed goods and cold drinks. Lol how is it even possible?,,,,,,,,
Brunch cafe,The food was really good and cheap. I loved it. One should definitely stop here.,,,,,,,,
Brunch cafe,"Recommended dishes
Cheese Paratha",,,,,,,,
Brunch cafe,"Recommended dishes
Cheese Paratha, Allu Paratha",,,,,,,,
Brunch cafe,"Recommended dishes
Fast Food Restaurant, Bread Omelette",,,,,,,,
Bliss N Taste,"Weekend or weekdays, Beer united is for everyday and night party.",,,,,,,,
Bliss N Taste,Not So Good.....I felt bored,,,,,,,,
Cool Joint,"Place to get drunk with friends, best for 1st and 2nd years",,,,,,,,
Cool Joint,"Restro-bar, good place to hangout with the friends.",,,,,,,,
Cool Joint,A good place to hangout,,,,,,,,
Cool Joint,Good for drinks,,,,,,,,
Cool Joint,It was better when I was a drunkard! Has set a new bar for degrading.,,,,,,,,
Priya Hotel,Good food at nominal price. Better than SMIT Canteen.,,,,,,,,
Priya Hotel,"It's is the best place in Majitar. And for the students of Sikkim Manipal Institute of Technology, it's near to the main gate. Even the food is very much delicious. Hospitality of Priya Hotel is also Good.. Even the quality and Quantity is also superb. I would suggest this hotel to have food here anytime if someone visit Sikkim. Thank You..????",,,,,,,,
Priya Hotel,"A simple, honest hotel that gives you , warm food, and respectful service Ś all at an affordable rate. If youÆre in Majhitar or passing through Rangpo, Priya Hotel is a safe and satisfying choice.",,,,,,,,
Priya Hotel,"Awesome food ???? , kolpo thali is best ",,,,,,,,
Priya Hotel,Food quality and quantity is good. Service is also good. Maintain hygiene. Behaviour is also good,,,,,,,,
Priya Hotel,"Recommended dishes
Egg Roll",,,,,,,,
Priya Hotel,"It's an eatery for college students, you'll get food for cheap that'll help you keep hunger at bay",,,,,,,,
Priya Hotel,"If u miss the taste of your home ,this is the place ....they serve the best thalis(veg and non veg) in an affordable price......",,,,,,,,
Priya Hotel,Very good behaviour. Feel like home. Kalpo thali best in Sikkim,,,,,,,,
Priya Hotel,"Recommended dishes
Kolpo Thali, Chicken Rice Thali, Thali with Cheese Omelette, Veg Thali, Cheese Paratha, Double Maggi, Chicken Cheese Roll, Paneer Roll, Egg Biryani, Chicken Egg Roll, Plain Paratha, Masala Sandwich, Egg Paratha, Egg Chowmin, Egg Maggi, Cheese Roll, Chiken Lolipop, Egg Roll",,,,,,,,
Priya Hotel,Good bengali food,,,,,,,,
Highway Inn,"The restaurant was pleasant, with good food, good service, and a comfortable atmosphere.",,,,,,,,
Highway Inn,"I stayed as a guest for more than one week. The maintenance and food quality is poor, a lot of terms and conditions thats so weird. They don't know how to talk and behave with guests. A servant guy is so adamant in nature and talks as if he owns the hotel. Pathetic.",,,,,,,,
Highway Inn,Worst Hotel of all time I asked for soap It was just finished I asked for shampoo it was too finished Food they served was very cold When I asked them to heat again they were so rude They even didnt give us hot water (We are group of 36 ) and theur hot kettle doesn't work Rooms were all dirty Will never go there in my lifetime,,,,,,,,
Highway Inn,"Cheap hotel with great view . The room service is not so active but if you face any problem thy will try there best . There is a bar cum restaurant in this hotel the rates are pretty good . If you want to stay i will recommend you to buy your necessary thing within 8 p.m. because after that the whole market was closed. For the restaurant price reference , one cup of tea is 20 rs and 4butter toast cost you around 50 rs . And the lowest accomodation charge is per night 1377rs for a 2bl bed .",,,,,,,,
Pradhan's Eatery,It's a good place to hangout with friends in the evening... It's quite and affordable... The egg Maggi here is one thing that we crave for almost everyday..,,,,,,,,
Pradhan's Eatery,Too Noisy. Food were of very poor quality and taste.,,,,,,,,
Pradhan's Eatery,It's a good place for vegetarian people,,,,,,,,
Pradhan's Eatery,Great food. Rolls are recommended.,,,,,,,,
Pradhan's Eatery,Not a great place to spend your money...,,,,,,,,
Pradhan's Eatery,The place was overall decent,,,,,,,,
Pradhan's Eatery,Good Momos and thupkas.,,,,,,,,
Pradhan's Eatery,Best chicken rice!!,,,,,,,,
Pradhan's Eatery,Didn't take care of customer,,,,,,,,
Pradhan's Eatery," Best place to have affordable foods for students, travellers and locals alike.",,,,,,,,
Pradhan's Eatery,"It's a hygienic place for food, hangout, n enjoy the scenery !",,,,,,,,
Pradhan's Eatery,This place has the best thaali and the kindest owners!!,,,,,,,,
Pradhan's Eatery,Best food experience. Tasty and delicious.,,,,,,,,
Pradhan's Eatery,Good taste and services compatible with the price,,,,,,,,
Cozy Corner,"One of the most affordable restaurants for family,friends n special ones. Variety of items available at much reasonable rates along wid great taste. Starting from tea,coffe French fries to fried rice chilly chicken,egg curry till a glass of whisky/wine,one will get everything here.",,,,,,,,
Cozy Corner,Loved your garlic naan. A bit hard though. And good offers on zomato. Saved me a lot of money when I was struggling.,,,,,,,,
Cozy Corner,"Went there for dinner last night and since then I have fallen sick. I have been throwing up, have diarrhea, fever, chills, all signs of food poisoning. We ordered peri peri fries, chicken, prawn, roti, kadai chicken and paneer butter masala. Among this idk which item had issues, right after reaching home I have been not feeling well. Such a bad experience.",,,,,,,,
Cozy Corner,Worst food..... food which we ordered was stinking,,,,,,,,"Went there for dinner last night and since then I have fallen sick. I have been throwing up, have diarrhea, fever, chills, all signs of food poisoning. We ordered peri peri fries, chicken, prawn, roti, kadai chicken and paneer butter masala. Among this idk which item had issues, right after reaching home I have been not feeling well. Such a bad experience."
Cozy Corner,"""I stumbled upon Cozy Corner and I'm so glad I did! This hidden gem is the perfect spot to relax and unwind. The atmosphere is warm and inviting, with plush couches and soft lighting that makes you feel like you're in your own living room. The service is top-notch, with friendly staff who go above and beyond to make sure you're comfortable. And the food? Absolutely delicious! I had the best cup of coffee and pastry I've had in a long time. What really sets Cozy Corner apart, though, is the sense of community. It's clear that this is a place where locals gather to catch up and connect. I felt so welcome and at ease, even as a newcomer. If you're looking for a cozy spot to curl up with a good book, meet with friends, or simply enjoy some quiet time, Cozy Corner is the perfect place. I'll definitely be back!""",,,,,,,,
Cozy Corner,"Consistency is not there about a particular dish even my last week experience was very bad ,got a hair inside the dish",,,,,,,,
Cozy Corner,"Loved this place, food service and taste is soo good... do visit this place without any hesitation... love from kokrajhar (assam)",,,,,,,,
Cozy Corner,"Food was delicious!! Staffs were friendly. Good service. They have guitar and other musical instruments, if you want to chill and enjoy then this place can be try.",,,,,,,,
Cozy Corner,"Delicious food, chill vibes, and super friendly service. Definitely worth it! ????? ģ",,,,,,,,
Cozy Corner,"Perfect spot for relax warm ambiance, friendly services and delicious food a perfect spot catching up with friends, this place never disappoints you.",,,,,,,,
Cozy Corner,"Amazing ambience, tasty food and beverage. Reasonable pricing and staffs are helpful. They also do party arrangements when required.",,,,,,,,
Cozy Corner,Overpriced and the quantity served was very less according to the price. Didn't like anything that we got!,,,,,,,,
Cozy Corner,"Everything from food, ambaince, hospitality is fine. The.only thing that disappoints us is the unavailiblity of items on the menu and also the time customers are kept waiting for food.",,,,,,,,
Cozy Corner,Worst food very bad service good alcoholic drinks but worst food,,,,,,,,
Lounge 88 Rooftop,"Staff polite and comfirming,menu deserves a 5/5,its just a barefoot walkable distance from the west bengal/sikkim checkpost.Service is amazing,just the always closed windows relying on ACs can be left open sometimes to give the vibe of sikkim",,,,,,,,
Lounge 88 Rooftop,"Highly recommended for evening booze. What an ambience, live singing, great food with always smiling service. Have to go place when u are at Majitar.",,,,,,,,
Lounge 88 Rooftop,The hotel staff displayed an extremely rude and unhelpful attitude . Their behavior was unprofessional and unacceptable for a service. The management should take immediate action to improve staff training and ensure guests are treated with respect.,,,,,,,,
Lounge 88 Rooftop,"Honestly, good environment & lively music with a good vibe ,its nearly 11:30 pm and i just came out of there, (something went wrong with the order (proven), of which i can Totally understand - all Thanks to the the management they waived off the charges ...... thankyou soo much seeing you guys were soo consumer friendly... Would surely visit next time...",,,,,,,,
Lounge 88 Rooftop,Good food and nice ambience...... bit expensive though,,,,,,,,
Lounge 88 Rooftop,The food and the general ambience of this place is amazing and the location is very accessible. Its right on NH10 so you can spot it easily when you are travelling. The food is excellent and bar serves variety of alcoholic drinks as well as beverages. The little issue is with the behavior of staff who were a little rude.,,,,,,,,
Lounge 88 Rooftop,They changed the staff. And new staffs are really polite and punctual. They serve really quick.Good ambience. But the french fries were little oily. Just had beer and french fries so writing in short.,,,,,,,,
Lounge 88 Rooftop,"Food quality is not good , the service boy is rude and not mood of grow business, the area is like drunk",,,,,,,,
Lounge 88 Rooftop,"There service peoples are not good they are arguing and not provided good food , and arguing more they are like Gunda , please don't go there , go to native",,,,,,,,
Lounge 88 Rooftop,Good place to hangout in both Majhitar and Rangpo. Awesome after hour place with good food.,,,,,,,,
Lounge 88 Rooftop,Visited this awesome place in Majitar and it's an absolute winner! The vibes are on point - cool yet cozy. A perfect spot for a chill night out. Even the bar owners got in on the karaoke action! I would love to visit this place again on my next trip to sikkim,,,,,,,,
Lounge 88 Rooftop,Recommended dishes Crispy Chicken Strips,,,,,,,,
Lounge 88 Rooftop,"Had a very bad experience, We were charged for more drinks than we drank. When we told about it, the lady owner was rude. I suggest everyone to check your bills properly before you leave the place. I donÆt recommend this place, the service was slow and the staffs are inexperience.",,,,,,,,
Lounge 88 Rooftop,"Nice set up. Place was cool, but have left some room for improvement. Service was quick unlike other restaurants. Smart and polite guys for their hospitality. Parking was a big problem. Yes, park it anywhere on the main Highway. That's what everyone does so why be an exception.",,,,,,,,
Lounge 88 Rooftop,"Alright so we went to this place on 8th of December and we are a lot of fun I would also recommend this place for karaoke Nights,birthday parties,etc the food was absolutely tasty no doubt the crispy chicken, the Mushroom Manchurian and the cheese pakora were both too good to exist on earth it felt like I was eating a dish that were specially brought down from the heavens for us to eat I would recommend this place for vegetarians and non vegetarians and there was also a inbuilt bar in it... oops I forgot to mention one thing the free Wi-Fi oh my God the Wi-Fi was fast and the connections for lots mother even though nearly 30 peoples mobiles are connected hi could receive up to 35 MS latency on COD mobile",,,,,,,,
Lounge 88 Rooftop,"Recommended dishes Crispy Chicken Strips, Cheese Pakora",,,,,,,,
Lounge 88 Rooftop,bience is good. Though couldnÆt fine cheese in cheese pakora. Prices of items added to the bill that wasnÆt even ordered.,,,,,,,,
